Geocode,Distance,Busing,Utility,Top1,Top3,Cohesion,NumPeople,NumChoices,NumBusingChoices,Weight,Area,BusingArea
2,2.1640549169224754,1.8096468440478946,5.7671335632839265,0.805781,0.886133,1.491212,10.0,28,26,10.0,0.3890154238,
3,2.21138582586601,1.8309880510027172,5.7635034678858545,0.804005,0.8869,0.15573,2.0,28,26,2.0,0.2760310972,
4,2.21862894105653,1.8228144891694513,5.864598013515592,0.7995,0.88653,1.37103,1.0,28,26,1.0,0.0770043706,
5,2.067425987050476,1.7512632619583806,6.0156129489937245,0.798872,0.884284,4.13386,5.0,28,26,5.0,0.0393096643,
6,1.9438480134713818,1.6811982166603965,6.131596906847601,0.798662,0.88411,4.148126,5.0,28,26,5.0,0.0458151799,
7,1.7197442171707136,1.594976840004156,6.2370025764964945,0.804806923076923,0.8862561538461539,6.339038461538461,13.0,28,26,13.0,0.0824629737,
8,1.683705701301855,1.5910699769261465,6.222719823574502,0.8077866666666667,0.88685,4.0989233333333335,3.0,28,26,3.0,0.0761629178,
9,2.2577355135823622,1.8540895753184048,5.75186038211506,0.8027342857142857,0.8855228571428572,0.9163114285714286,7.0,28,26,7.0,0.1292183286,
10,1.8683833596380555,1.6595200417560971,6.132730597743432,0.802515,0.885659,4.765302,10.0,28,26,10.0,0.1426939387,
12,1.9994497034276473,1.5646555659904424,6.234519016900236,0.7886942857142857,0.88065,3.1831085714285714,7.0,28,25,7.0,0.2309788326,
13,1.9881078019559748,1.4213009432443364,6.249484492431119,0.79082,0.88095,0.81103,1.0,28,24,1.0,0.1624242913,
14,1.8339330902182207,1.246917982088367,6.518172550593929,0.7814747058823529,0.8774594117647059,3.463363529411765,17.0,28,23,17.0,0.105658234,
15,1.7527964768166504,0.8923333490745325,6.708332445619778,0.778418,0.875808,5.605136,5.0,28,20,5.0,0.1285449537,
16,1.8104324686931896,1.0176391781724101,6.658322062994979,0.7713808333333333,0.8741083333333334,10.089145,12.0,28,21,12.0,0.2043880217,
17,1.5718135044008128,1.0983946783924547,6.794259956650023,0.7665531034482759,0.8683462068965517,10.307063103448275,29.0,28,22,29.0,0.0815861921,
19,1.425074995865486,1.0508410213073314,6.904758050600351,0.765588076923077,0.867365,22.994259615384614,26.0,28,22,26.0,0.0449409268,
20,1.3799795692644432,1.0342576191948074,6.9367145924310165,0.765936875,0.867736875,18.31331,16.0,28,22,16.0,0.0306728157,
21,1.313818986016947,0.9585757593850444,6.989677264427192,0.7673569565217391,0.8681069565217391,17.161533913043478,23.0,28,21,23.0,0.0602429761,
22,1.3732452399120354,0.6742454454621136,7.000442320588447,0.7696452,0.8719292,24.0881844,25.0,28,20,25.0,0.0302497412,
23,1.3848095737840935,0.6599120507393378,7.001931251546961,0.7709805263157895,0.8748307894736842,22.49086342105263,38.0,28,20,38.0,0.0848894808,
24,1.463715928201559,0.743047866860963,6.9444611773164295,0.7690981081081081,0.876891081081081,17.668544054054053,37.0,28,21,37.0,0.0827321183,
25,1.671019784093664,0.9417797643754617,6.797498069263873,0.7610353333333333,0.8729546666666667,9.398364666666666,15.0,28,22,15.0,0.1683724611,
26,1.454479928530853,0.6412378273080842,6.944518517594704,0.7732718181818182,0.8801372727272727,15.49781,22.0,28,20,22.0,0.0904069507,
27,1.4807845862278934,0.6873055003915753,6.831523680449206,0.77568,0.875276,6.813326,5.0,28,20,5.0,0.0491357218,
28,1.3466272467802296,0.6625597663916281,6.974480213772149,0.7729777777777778,0.8724633333333334,16.867137777777778,9.0,28,20,9.0,0.063622946,
29,1.3064577280127205,0.9564702463432984,6.967309026742805,0.772286875,0.869970625,15.429620625,16.0,28,21,16.0,0.0687979958,
30,1.3365136746385857,0.9733648647449554,6.885619987761801,0.7786646428571429,0.8734207142857143,12.693324285714287,28.0,28,21,28.0,0.0822935862,
32,1.4734834487015385,1.0219801499027377,6.722825973881636,0.7795355555555555,0.87264,8.767906666666667,9.0,28,21,9.0,0.0673395168,
33,1.4739523257981662,1.020713750668014,6.7041921849065735,0.7804825,0.8747025,8.444586,20.0,28,21,20.0,0.074885755,
34,1.5782150974933797,1.048146135993503,6.581329760632929,0.7834175,0.87692,5.40242125,8.0,28,21,8.0,0.1345103134,
35,1.4428760019635474,1.0019098170677503,6.754739603439323,0.7805258333333334,0.8754216666666667,10.6108925,12.0,28,21,12.0,0.1263223079,
37,2.0217451608380754,1.1843575076917405,6.722131918262155,0.6268928571428571,0.8910657142857142,11.135622857142858,7.0,28,21,7.0,0.4859835783,
38,1.7704475343928245,1.0125464709137577,6.937712825043969,0.6329475,0.8997125,4.053735,4.0,28,19,4.0,0.2872148391,
40,1.6392017410867015,1.2566033715685931,7.1362218000560285,0.62438,0.89083,6.32984,1.0,28,25,1.0,0.0668587256,
41,1.5259200496645429,1.1608313554850467,7.159361824693904,0.6273881818181818,0.8954709090909091,16.323010909090907,11.0,28,24,11.0,0.0592136417,
42,1.5944397147826217,1.116715164565131,7.046673043752476,0.6355788235294118,0.9031747058823529,12.318298823529412,17.0,28,23,17.0,0.077693665,
43,1.519136455869427,1.1553720331177046,7.112927454937184,0.6348477777777778,0.9032383333333334,19.648959444444444,18.0,28,24,18.0,0.0548106808,
44,1.5876021149616026,1.2550887917742988,7.1023928929643185,0.62688,0.8948769230769231,21.996206153846153,13.0,28,25,13.0,0.065453603,
45,1.6592500758075015,1.3007300968099231,7.0586840037235286,0.62137,0.889018,18.194335,10.0,28,25,10.0,0.0528637719,
46,1.8099312886022898,1.5456593510382357,6.92427525263143,0.61517,0.88999,14.13519,1.0,28,26,1.0,0.0279363972,
47,2.0470974188176805,1.690203179564597,6.827643586186731,0.620405,0.88319,7.18873,2.0,28,26,2.0,0.0686396077,
51,2.2191578379959562,1.7888556022954718,6.7776225597577495,0.61999,0.876205,4.967365,2.0,28,26,2.0,0.0440218804,
52,2.0668870266693564,1.6976177268320847,6.8522667525429455,0.6171125,0.87802,6.3853525,4.0,28,26,4.0,0.0260556025,
53,2.039747015546725,1.6749913610548817,6.867651965346307,0.612544,0.875747,10.900779,10.0,28,26,10.0,0.0558638573,
54,1.7465412618127578,1.5033643809618522,6.978091379184289,0.615005,0.8890864285714286,15.681227857142858,14.0,28,26,14.0,0.0797481435,
55,1.5819332995908344,1.2757890801085006,7.1779485482658965,0.6166009090909091,0.8837554545454546,20.83790909090909,11.0,28,25,11.0,0.062560023,
56,1.5562223395927453,1.2519261840257827,7.197514756994092,0.619625,0.8850366666666667,20.69676,6.0,28,25,6.0,0.0481004189,
57,1.530624881939124,1.2237200506107215,7.194933792319991,0.62440375,0.89027625,18.3911175,8.0,28,25,8.0,0.0557190997,
58,1.7374616071539595,1.3568588161251456,7.128119424680524,0.61416,0.8743828571428571,11.827745714285713,7.0,28,25,7.0,0.0738202461,
59,2.0367682826500784,1.4750818882275691,6.889842339185741,0.615172,0.870936,2.0641,5.0,28,25,5.0,0.1318315334,
60,1.6722885002543693,1.2801253153462704,7.167379270153005,0.616035,0.87716,5.30468,2.0,28,25,2.0,0.0820260191,
62,2.1190068482179867,1.490138140134738,6.970670415575863,0.6255866666666666,0.86334,1.5472822222222222,9.0,28,25,9.0,0.0691269666,
63,2.0310989722492723,1.4287208141225585,6.999644030882059,0.62542,0.869315,1.58444,2.0,28,25,2.0,0.0597756515,
66,2.0112819696270647,1.5852509817685256,7.088838568192825,0.65422,0.884515,0.65518,2.0,28,26,2.0,0.0954591345,
67,1.9327762467843368,1.5177854648490978,7.110354703397136,0.653555,0.889285,1.982055,2.0,28,26,2.0,0.0504761757,
70,1.8813240148130075,1.4883567735838859,7.13686282183,0.662835,0.894375,0.81877,2.0,28,26,2.0,0.0769325373,
76,1.8354481464443175,1.3339340102159056,7.110097936540362,0.61507,0.86865,3.14104,1.0,28,25,1.0,0.0350663945,
81,1.7354661517551013,1.2967462914400847,7.101456587180611,0.6022666666666666,0.8685266666666667,3.70644,3.0,28,25,3.0,0.0274110301,
83,1.7328348235923416,1.200929418271252,7.106943598211557,0.59842,0.868065,3.579985,2.0,28,22,2.0,0.0252547732,
84,1.7443607669391552,1.2579553398703893,7.1271180549221675,0.60752,0.8695233333333333,3.6543033333333335,3.0,28,24,3.0,0.0271081809,
85,1.7686120241841694,1.2999482210104334,7.104572020956761,0.60645,0.867075,3.633195,2.0,28,25,2.0,0.0187119767,
86,1.7855834482871897,1.3053336295212705,7.139019268912347,0.6146966666666667,0.86884,3.566056666666667,3.0,28,25,3.0,0.0251194012,
87,1.8077555146836999,1.2346430089358016,7.042245163410059,0.600745,0.86726,3.551435,2.0,28,22,2.0,0.0229543321,
88,1.802172617346301,1.415596289472836,7.021265657212435,0.60666,0.872185,3.5213375,4.0,28,24,4.0,0.0209895983,
89,1.875289843041532,1.42490336659749,6.978955037912188,0.61116,0.872556,3.760318,5.0,28,23,5.0,0.034249703,
91,1.8591916251385552,1.47928319683782,7.004868417092752,0.614655,0.872785,3.8532,2.0,28,25,2.0,0.0579606747,
97,1.814350354803546,1.4423074552302095,7.12810725172758,0.64599,0.88777,0.71393,1.0,28,26,1.0,0.0225686365,
101,1.8810978351371896,1.466690478705534,7.042535058043764,0.63964,0.887285,1.223895,2.0,28,26,2.0,0.0307076069,
111,1.6875673630188464,1.239826438167253,7.2533311944886485,0.67736,0.9038,6.26606,1.0,28,25,1.0,0.049139055,
112,1.6752441435607384,1.2306582636362158,7.249434455203207,0.67662,0.90489,5.98216,1.0,28,25,1.0,0.0336649163,
113,1.7613878235813858,1.2598593336399129,7.1698708774799105,0.66862,0.90269,3.60368,1.0,28,25,1.0,0.0459231267,
116,1.6527413096880583,1.2681482466932503,7.349321272545735,0.6941673333333334,0.9253626666666667,5.969387333333334,15.0,29,26,15.0,0.0449364178,
117,1.5880531149412256,1.359925186722493,7.23786657398512,0.68692,0.913715,7.98763,2.0,28,26,2.0,0.0356595658,
118,1.7126720829647712,1.3540638522624053,7.21376252820211,0.68913,0.91243,6.23356,1.0,28,25,1.0,0.0333362303,
123,1.4250324989591783,1.0940731627561668,7.484468609774764,0.719363125,0.932265,8.265549375,16.0,29,25,16.0,0.0417783518,
124,1.494285737010232,1.1127179961970803,7.430314697181585,0.712908,0.930744,8.100608,5.0,29,25,5.0,0.0666699539,
127,1.3828862838182792,1.0889060732972673,7.524453856677566,0.722302,0.932794,8.947546,5.0,29,25,5.0,0.0435509578,
128,1.6117754441777132,1.311455120318448,7.279220186818275,0.70064,0.91384,3.67693,3.0,28,25,3.0,0.0500321516,
139,2.318887773870011,2.05865754491502,6.897021192333398,0.65958,0.8813266666666667,0.47598,3.0,28,26,3.0,0.0577429741,
143,2.1408296071684774,1.613811258030802,6.9742204713941645,0.68378,0.90324,1.5258,1.0,28,25,1.0,0.1085053001,
145,1.8155592219998866,1.2178475120237107,7.2105436226636215,0.7044216666666666,0.9138566666666667,3.373785,6.0,28,23,6.0,0.057098402,
146,1.780640380528889,1.272969456422907,7.232120700200128,0.702855,0.913675,4.576385,2.0,28,24,2.0,0.0706719553,
147,1.6860506149519559,1.1547895348401864,7.275662297626358,0.7071,0.91476,5.767156666666667,3.0,28,23,3.0,0.0290829093,
149,1.669882807030569,1.2136491449911566,7.2816637858890925,0.7078966666666666,0.9166333333333333,5.571645,6.0,28,24,6.0,0.0786752631,
150,1.594020946474415,1.1688789503770323,7.309399323252135,0.71163,0.91845,8.80607,1.0,28,24,1.0,0.057084677,
151,1.5571137837045983,1.273196668613775,7.288048869961392,0.70807,0.9177566666666667,7.139573333333334,3.0,28,25,3.0,0.0760439897,
152,1.5436285558049805,1.1480668162103458,7.344082952131047,0.71433,0.92096,10.19187,1.0,28,24,1.0,0.0315191543,
153,1.564035691649994,1.1582571768554561,7.351660838106344,0.71257,0.919335,9.027945,2.0,28,24,2.0,0.0462319405,
154,1.5887272033877669,1.166625779822565,7.321121414255524,0.710455,0.9170625,8.2233925,4.0,28,24,4.0,0.0265824231,
155,1.5985576727110322,1.108284859010662,7.315974731488254,0.71015,0.916595,9.81837,2.0,28,23,2.0,0.038756698,
156,1.4761333590167593,0.9984357786420636,7.365740861788726,0.712822,0.917252,9.913236,5.0,28,22,5.0,0.0427842686,
157,1.4490358801330434,1.0528491814450291,7.3830888422872905,0.7137083333333333,0.9192083333333333,9.819596666666667,6.0,28,23,6.0,0.0546793175,
158,1.4584602307109202,1.0595539203361641,7.392256264080762,0.7138938461538461,0.9200353846153846,11.145075384615385,13.0,28,23,13.0,0.0269443166,
159,1.4788683621862644,1.0173571153391838,7.5078238272011175,0.72872,0.93307,10.08436,1.0,29,24,1.0,0.0346159496,
160,1.4707432332508614,1.0151236314265808,7.527639869814483,0.730385,0.936055,9.60567,2.0,29,24,2.0,0.0411336296,
161,1.4324230094324901,1.1056159232976683,7.50045046360234,0.726874,0.934276,8.277502,5.0,29,25,5.0,0.0619687092,
162,1.406851564409432,1.0346279147559714,7.567394507210613,0.732755,0.9406466666666666,7.534676666666667,6.0,30,25,6.0,0.1208773695,
163,1.4028506095663842,0.9768701082434368,7.553394038539574,0.73332,0.9369633333333334,9.847923333333334,3.0,29,24,3.0,0.0299997273,
164,1.401443128860295,0.9289292803261809,7.549377996760023,0.731157,0.936759,9.589944,10.0,29,23,10.0,0.0316011052,
165,1.4830680734545145,0.9150352981140177,7.527661880100962,0.73608,0.9403566666666666,5.628983333333333,3.0,30,23,3.0,0.0808242842,
166,1.396227960191485,0.9496037229265201,7.564483526588549,0.7285972727272727,0.9329572727272727,10.468582727272727,11.0,29,23,11.0,0.0326072803,
167,1.4816199295984953,0.9220936874744433,7.5308501532936525,0.7328575,0.93713,6.136035,4.0,30,23,4.0,0.0882932012,
168,1.3987271148420066,0.9432226254240537,7.548423671963422,0.727595,0.932645,10.558215,2.0,29,23,2.0,0.0583079867,
170,1.4408217416249551,1.0245829429040165,7.342281818449909,0.7109116666666667,0.91703,8.24284,6.0,28,23,6.0,0.0497503629,
173,1.831094510794285,1.0393124262119589,7.280500977202594,0.7039,0.92668,3.02303,1.0,30,24,1.0,0.2535420014,
178,1.6157187915541185,1.0582178781365605,7.301385222417248,0.68312,0.8915,0.74629,1.0,34,23,1.0,0.0872481605,
180,1.5615310997047327,1.0225884586228478,7.383325474654884,0.67948,0.8905,2.6255,1.0,35,23,1.0,0.0798312139,
181,1.6064768538655483,0.9561829761946726,7.410980987286031,0.6837409090909091,0.8940281818181818,2.86469,11.0,37,23,11.0,0.1239732817,
182,1.6543924994096988,1.1021124477529003,7.335060586555454,0.6817783333333334,0.8886983333333334,3.1507883333333333,6.0,38,25,6.0,0.1145332999,
183,1.6399452228864186,1.1149068764209764,7.273928318947422,0.69364,0.897145,3.261385,4.0,37,25,4.0,0.0490407556,
184,1.7100977630581353,1.1475080542334444,7.20066155531123,0.689832,0.894568,3.251272,5.0,37,25,5.0,0.0613129421,
185,1.7469376452460585,1.1771778244494444,7.2263339264457604,0.69209,0.89604,1.6267,2.0,37,25,2.0,0.0995957893,
186,1.7632712084871158,0.9422590378663585,7.376521016778901,0.70679,0.9120766666666666,0.2760566666666667,3.0,37,23,3.0,0.2871579506,
187,1.3792887837560786,0.8152498780557018,6.589258761936815,0.60818125,0.86236875,2.801005,8.0,31,23,8.0,0.0638019824,
188,1.3909451444380783,0.8721617332259829,6.660512130794762,0.60523125,0.84698,2.0580475,8.0,32,23,8.0,0.0605460221,
189,1.3733597313183143,0.7251683795842457,6.604507307052685,0.60783,0.86016,3.65686,1.0,31,22,1.0,0.0635936044,
190,1.411573174234297,0.7615884213404219,6.482422583365173,0.6154027777777777,0.8784516666666666,3.717327222222222,18.0,30,22,18.0,0.1264279749,
191,1.68654021524289,1.1245676737048336,7.250264077681414,0.71747,0.92831,0.5649,1.0,34,25,1.0,0.0691124734,
192,1.3290645587154255,0.7331624101040894,6.537699092170812,0.6231323076923077,0.88639,4.4134853846153845,13.0,30,22,13.0,0.0436682578,
193,1.2766424621273385,0.7683905016962647,6.541281028851532,0.62796,0.89473,4.15303,1.0,30,23,1.0,0.0400041576,
194,1.3500253892903877,0.7136838704064654,6.702406082548185,0.65177,0.91159,2.24873,1.0,31,23,1.0,0.025493061,
196,1.307877782196499,0.6055773795470037,7.068382274746316,0.71546,0.94626,5.57665,1.0,32,24,1.0,0.0585625495,
197,1.2461462269557,0.621349127937871,7.060277073735919,0.7242455555555556,0.951805,5.62044,18.0,32,25,18.0,0.0343655183,
198,1.2558634460917872,0.6706289296647874,6.957477911503079,0.7474916666666667,0.9644666666666667,5.341863333333333,6.0,31,26,6.0,0.0247393284,
199,1.2991768116124236,0.688529403357947,6.941410883984713,0.75181,0.96395,4.17139,1.0,31,26,1.0,0.0373328694,
200,1.3026357885835076,0.6731446555730367,6.910617336937791,0.75264,0.96445,1.67585,1.0,31,26,1.0,0.0546136067,
201,1.3030144189547035,0.6809714106403982,6.907264233035506,0.74573,0.964025,5.62189,2.0,31,26,2.0,0.036319186,
206,1.7756100730739321,0.7138930555383814,6.460925943804343,0.63222,0.912285,0.18034,2.0,31,27,2.0,0.3167450669,
207,1.8939328855299018,0.6746322467595192,6.485840251312081,0.67654,0.92039,0.0,1.0,32,26,1.0,0.715166774,
212,1.3304540370586513,0.8515784400230905,6.331794619613674,0.7047333333333333,0.9386533333333333,2.9007633333333334,3.0,29,25,3.0,0.0420859474,
214,1.238006717039251,0.6075030608821586,6.934337110499205,0.74599,0.952802,7.057854,5.0,30,24,5.0,0.1139154577,
215,1.3125403581591855,0.5931812404463692,7.053098074150277,0.7462575,0.9552225,6.4405575,4.0,31,24,4.0,0.0451084326,
216,1.3186950457947217,0.5530423061627653,7.0632183013763346,0.706475,0.94466,5.212145,2.0,32,23,2.0,0.0863715323,
217,1.2156765754905714,0.6336594473510169,6.671020001500563,0.677495,0.914195,6.1755716666666665,6.0,30,22,6.0,0.030946884,
218,1.2940089322327057,0.7706647849428773,6.4898445486432745,0.629735,0.896985,5.559225,2.0,30,23,2.0,0.0345364891,
219,1.2296351920663187,0.6593919215329885,6.57837328734663,0.6886016666666667,0.926865,4.971628333333333,6.0,29,22,6.0,0.0788797607,
220,1.2097414778729147,0.6499974275168992,6.556557542990259,0.70038,0.9345175,4.3466475,4.0,29,22,4.0,0.0899291399,
222,1.35942561298414,0.8319599189730709,6.204009243980162,0.70055,0.937006,2.006216,5.0,29,25,5.0,0.1119083052,
224,1.6272978923043218,1.326254293685972,5.771501218364189,0.68381,0.926215,0.938545,2.0,29,27,2.0,0.1086021874,
225,1.2538677905230307,0.8334356506393499,6.437793549841356,0.70013,0.93487,3.93129,2.0,29,25,2.0,0.0466176484,
226,1.2618816347068016,0.8029592379485114,6.284157559665303,0.69711,0.935255,2.14499,2.0,29,25,2.0,0.07679155,
227,1.2980350982388298,0.8088084183578931,6.212304309166771,0.69358,0.93406,3.00469,2.0,29,25,2.0,0.0461501629,
228,1.6481442361464123,1.341137537748682,5.738233567374239,0.67981,0.92408,2.01059,2.0,29,27,2.0,0.0771322708,
229,1.2618708166083479,0.6967199348799858,6.460247902945367,0.69422,0.93007,2.51273,2.0,29,23,2.0,0.0481488684,
230,1.2641332161006085,0.7120648837412249,6.316645560791593,0.69392,0.93314,3.355,1.0,29,24,1.0,0.0723597322,
231,1.3291020382800989,0.7224646314637045,6.237187029408254,0.68259,0.92482,2.0527414285714287,7.0,29,24,7.0,0.1045180522,
232,1.5186185889869541,1.291806349186011,5.875726818767075,0.67515,0.9191,1.68893,1.0,29,27,1.0,0.1058956313,
233,1.2946934488673032,0.7173055010128377,6.474270548189248,0.687325,0.924645,2.841815,2.0,29,23,2.0,0.0762562706,
234,1.3275123591038893,0.7471822952267506,6.3386595035116144,0.684025,0.92595,1.9817,2.0,29,24,2.0,0.1472323566,
235,1.3763657524203803,0.9270766463269594,6.57206315711318,0.59598,0.845025,3.09134,2.0,31,23,2.0,0.0720025399,
236,1.386464380843502,0.8558414101432691,6.757793018448665,0.6100383333333333,0.8440316666666666,3.6797166666666667,6.0,33,23,6.0,0.0641844501,
237,1.709481939801424,1.1613647526314987,7.150641170403412,0.689341,0.891591,3.478335,10.0,36,25,10.0,0.0436796953,
238,1.7260255002494422,1.1411263419430528,7.144227925401008,0.69357,0.8950228571428571,3.236437142857143,7.0,37,25,7.0,0.0334467114,
239,1.7472343300151678,1.326873384948296,7.049410645212562,0.68466,0.8852166666666667,4.372333333333334,3.0,36,26,3.0,0.0232137275,
240,1.348745631749665,0.8375744994844021,6.775022244604884,0.6109516666666667,0.8492066666666667,4.82842,6.0,33,23,6.0,0.0448658243,
241,1.4086640834130697,0.8769932891744919,6.728171367724641,0.607762,0.84526,5.249912,5.0,33,23,5.0,0.0290765909,
242,1.3951494426286586,0.8732025066176178,6.747427065253188,0.60762,0.8445226666666666,5.3263446666666665,15.0,33,23,15.0,0.0203852697,
243,1.396553887219063,0.8755487919625984,6.7369205425140635,0.6055814285714286,0.8428514285714286,5.306908571428571,7.0,33,23,7.0,0.0311826264,
244,1.4018296838041262,0.7875439279455742,6.750751722299231,0.6062233333333333,0.8473333333333334,4.636721666666666,6.0,33,22,6.0,0.0504738384,
245,1.4301609877341008,0.9559057771094578,6.544223344075624,0.59067,0.838358,1.9976913333333333,15.0,31,23,15.0,0.090529098,
246,1.4625495254783758,1.078312647834725,6.4964215005225405,0.58436,0.8301733333333333,3.898093333333333,3.0,31,24,3.0,0.0369367042,
247,1.4228575022849619,0.8914033867073395,6.716521745735389,0.59896,0.8384081818181818,5.163321818181818,11.0,33,23,11.0,0.0472070615,
248,1.439847525486666,0.9921088665749221,6.545608863515751,0.5945266666666666,0.84996,4.88358,3.0,31,23,3.0,0.0293775098,
249,1.5686641952601785,1.1401928716119372,6.2918283630231695,0.577512,0.830462,4.188562,5.0,29,23,5.0,0.0751424054,
250,1.7310211825966975,1.3429159220549922,6.109624538418424,0.57298,0.82818,0.32147,1.0,29,24,1.0,0.1259672234,
253,1.7202391663663814,1.0952633066973558,6.2457338587060836,0.52707,0.78465,1.2345,2.0,29,21,2.0,0.1723689864,
254,1.5360548459084242,0.9319861318482411,6.526362614351393,0.5735471428571428,0.8286957142857143,3.7700042857142857,7.0,31,21,7.0,0.1879137422,
255,1.4264052800112672,0.9784201515321423,6.576948468620064,0.57817,0.8382166666666667,5.427476666666666,3.0,31,22,3.0,0.0496679035,
256,1.7127992303263675,1.3069876657512343,5.949083070819953,0.59584,0.86726,0.58612,3.0,29,24,3.0,0.0385317606,
257,1.3608876185268572,0.8666189340876481,6.802466291921645,0.6057823076923077,0.8404369230769231,6.148561538461538,13.0,33,23,13.0,0.1106634604,
258,1.7265723215728208,1.1256257782692367,7.101082259556634,0.69686,0.8961766666666666,3.1122566666666667,3.0,37,25,3.0,0.0887012314,
259,1.6742266732236326,1.1019538080384474,7.153966754311184,0.7031671428571429,0.9024242857142857,2.409172857142857,7.0,37,25,7.0,0.043615763,
260,1.6455203841326118,1.0533576621473828,7.2906766785230035,0.6933533333333334,0.898275,2.7879416666666668,6.0,39,25,6.0,0.078229678,
